True,Country,POL,Variable,Year,Unit,Value
191,France,CH4,Total  emissions excluding LULUCF,1999,Tonnes of CO2 equivalent,70455.186
192,France,CH4,Total  emissions excluding LULUCF,2000,Tonnes of CO2 equivalent,70788.161
193,France,CH4,Total  emissions excluding LULUCF,2001,Tonnes of CO2 equivalent,70668.241
194,France,CH4,Total  emissions excluding LULUCF,2002,Tonnes of CO2 equivalent,69049.958
195,France,CH4,Total  emissions excluding LULUCF,2003,Tonnes of CO2 equivalent,68138.527
196,France,CH4,Total  emissions excluding LULUCF,2004,Tonnes of CO2 equivalent,66512.742
197,France,CH4,Total  emissions excluding LULUCF,2005,Tonnes of CO2 equivalent,65587.107
198,France,CH4,Total  emissions excluding LULUCF,2006,Tonnes of CO2 equivalent,65244.058
199,France,CH4,Total  emissions excluding LULUCF,2007,Tonnes of CO2 equivalent,64786.433
200,France,CH4,Total  emissions excluding LULUCF,2008,Tonnes of CO2 equivalent,64768.762
201,France,CH4,Total  emissions excluding LULUCF,2009,Tonnes of CO2 equivalent,63629.829000000005
202,France,CH4,Total  emissions excluding LULUCF,2010,Tonnes of CO2 equivalent,63233.325
203,France,CH4,Total  emissions excluding LULUCF,2011,Tonnes of CO2 equivalent,62279.240999999995
204,France,CH4,Total  emissions excluding LULUCF,2012,Tonnes of CO2 equivalent,60745.026
205,France,CH4,Total  emissions excluding LULUCF,2013,Tonnes of CO2 equivalent,59567.584
206,France,CH4,Total  emissions excluding LULUCF,2014,Tonnes of CO2 equivalent,60276.544
207,France,CH4,Total  emissions excluding LULUCF,2015,Tonnes of CO2 equivalent,59352.060999999994
208,Germany,CH4,Total  emissions excluding LULUCF,1990,Tonnes of CO2 equivalent,120293.326
209,Germany,CH4,Total  emissions excluding LULUCF,1991,Tonnes of CO2 equivalent,114392.457
210,Germany,CH4,Total  emissions excluding LULUCF,1992,Tonnes of CO2 equivalent,110722.823
211,Germany,CH4,Total  emissions excluding LULUCF,1993,Tonnes of CO2 equivalent,111247.867
212,Germany,CH4,Total  emissions excluding LULUCF,1994,Tonnes of CO2 equivalent,107296.031
213,Germany,CH4,Total  emissions excluding LULUCF,1995,Tonnes of CO2 equivalent,104959.815
214,Germany,CH4,Total  emissions excluding LULUCF,1996,Tonnes of CO2 equivalent,102326.61300000001
215,Germany,CH4,Total  emissions excluding LULUCF,1997,Tonnes of CO2 equivalent,97972.852
216,Germany,CH4,Total  emissions excluding LULUCF,1998,Tonnes of CO2 equivalent,92695.969
217,Germany,CH4,Total  emissions excluding LULUCF,1999,Tonnes of CO2 equivalent,92058.451
218,Germany,CH4,Total  emissions excluding LULUCF,2000,Tonnes of CO2 equivalent,87736.381
219,Germany,CH4,Total  emissions excluding LULUCF,2001,Tonnes of CO2 equivalent,84091.446
220,Germany,CH4,Total  emissions excluding LULUCF,2002,Tonnes of CO2 equivalent,80135.957
221,Germany,CH4,Total  emissions excluding LULUCF,2003,Tonnes of CO2 equivalent,76774.985
222,Germany,CH4,Total  emissions excluding LULUCF,2004,Tonnes of CO2 equivalent,71733.433
223,Germany,CH4,Total  emissions excluding LULUCF,2005,Tonnes of CO2 equivalent,68477.832
224,Germany,CH4,Total  emissions excluding LULUCF,2006,Tonnes of CO2 equivalent,64573.064000000006
225,Germany,CH4,Total  emissions excluding LULUCF,2007,Tonnes of CO2 equivalent,62274.66099999999
226,Germany,CH4,Total  emissions excluding LULUCF,2008,Tonnes of CO2 equivalent,61333.392
227,Germany,CH4,Total  emissions excluding LULUCF,2009,Tonnes of CO2 equivalent,59101.276
228,Germany,CH4,Total  emissions excluding LULUCF,2010,Tonnes of CO2 equivalent,58259.553
229,Germany,CH4,Total  emissions excluding LULUCF,2011,Tonnes of CO2 equivalent,57135.547
230,Germany,CH4,Total  emissions excluding LULUCF,2012,Tonnes of CO2 equivalent,57778.037000000004
231,Germany,CH4,Total  emissions excluding LULUCF,2013,Tonnes of CO2 equivalent,57171.495
232,Germany,CH4,Total  emissions excluding LULUCF,2014,Tonnes of CO2 equivalent,56008.972
233,Germany,CH4,Total  emissions excluding LULUCF,2015,Tonnes of CO2 equivalent,55616.082
234,Greece,CH4,Total  emissions excluding LULUCF,1990,Tonnes of CO2 equivalent,10906.605
235,Greece,CH4,Total  emissions excluding LULUCF,1991,Tonnes of CO2 equivalent,10919.206
236,Greece,CH4,Total  emissions excluding LULUCF,1992,Tonnes of CO2 equivalent,11013.978000000001
237,Greece,CH4,Total  emissions excluding LULUCF,1993,Tonnes of CO2 equivalent,11038.712
238,Greece,CH4,Total  emissions excluding LULUCF,1994,Tonnes of CO2 equivalent,11148.719
239,Greece,CH4,Total  emissions excluding LULUCF,1995,Tonnes of CO2 equivalent,11303.2
240,Greece,CH4,Total  emissions excluding LULUCF,1996,Tonnes of CO2 equivalent,11471.758999999998
241,Greece,CH4,Total  emissions excluding LULUCF,1997,Tonnes of CO2 equivalent,11419.645
242,Greece,CH4,Total  emissions excluding LULUCF,1998,Tonnes of CO2 equivalent,11640.534
243,Greece,CH4,Total  emissions excluding LULUCF,1999,Tonnes of CO2 equivalent,11634.364
244,Greece,CH4,Total  emissions excluding LULUCF,2000,Tonnes of CO2 equivalent,11628.864
245,Greece,CH4,Total  emissions excluding LULUCF,2001,Tonnes of CO2 equivalent,10937.641000000001
246,Greece,CH4,Total  emissions excluding LULUCF,2002,Tonnes of CO2 equivalent,11023.64
247,Greece,CH4,Total  emissions excluding LULUCF,2003,Tonnes of CO2 equivalent,11118.166000000001
248,Greece,CH4,Total  emissions excluding LULUCF,2004,Tonnes of CO2 equivalent,11154.413
249,Greece,CH4,Total  emissions excluding LULUCF,2005,Tonnes of CO2 equivalent,11235.081
250,Greece,CH4,Total  emissions excluding LULUCF,2006,Tonnes of CO2 equivalent,11295.525
251,Greece,CH4,Total  emissions excluding LULUCF,2007,Tonnes of CO2 equivalent,11144.591
252,Greece,CH4,Total  emissions excluding LULUCF,2008,Tonnes of CO2 equivalent,11092.071000000002
253,Greece,CH4,Total  emissions excluding LULUCF,2009,Tonnes of CO2 equivalent,10746.91
254,Greece,CH4,Total  emissions excluding LULUCF,2010,Tonnes of CO2 equivalent,10972.528
255,Greece,CH4,Total  emissions excluding LULUCF,2011,Tonnes of CO2 equivalent,10793.895
256,Greece,CH4,Total  emissions excluding LULUCF,2012,Tonnes of CO2 equivalent,10595.135
257,Greece,CH4,Total  emissions excluding LULUCF,2013,Tonnes of CO2 equivalent,10387.06
258,Greece,CH4,Total  emissions excluding LULUCF,2014,Tonnes of CO2 equivalent,10312.841
259,Greece,CH4,Total  emissions excluding LULUCF,2015,Tonnes of CO2 equivalent,10218.431
260,Hungary,CH4,Total  emissions excluding LULUCF,1990,Tonnes of CO2 equivalent,11746.216999999999
261,Hungary,CH4,Total  emissions excluding LULUCF,1991,Tonnes of CO2 equivalent,11450.098
262,Hungary,CH4,Total  emissions excluding LULUCF,1992,Tonnes of CO2 equivalent,10173.634
263,Hungary,CH4,Total  emissions excluding LULUCF,1993,Tonnes of CO2 equivalent,9649.511999999999
264,Hungary,CH4,Total  emissions excluding LULUCF,1994,Tonnes of CO2 equivalent,9167.482
265,Hungary,CH4,Total  emissions excluding LULUCF,1995,Tonnes of CO2 equivalent,8812.046
266,Hungary,CH4,Total  emissions excluding LULUCF,1996,Tonnes of CO2 equivalent,8947.553
267,Hungary,CH4,Total  emissions excluding LULUCF,1997,Tonnes of CO2 equivalent,8812.006
268,Hungary,CH4,Total  emissions excluding LULUCF,1998,Tonnes of CO2 equivalent,8720.492
269,Hungary,CH4,Total  emissions excluding LULUCF,1999,Tonnes of CO2 equivalent,8785.69
270,Hungary,CH4,Total  emissions excluding LULUCF,2000,Tonnes of CO2 equivalent,8923.155999999999
271,Hungary,CH4,Total  emissions excluding LULUCF,2001,Tonnes of CO2 equivalent,8900.484
272,Hungary,CH4,Total  emissions excluding LULUCF,2002,Tonnes of CO2 equivalent,8843.045
273,Hungary,CH4,Total  emissions excluding LULUCF,2003,Tonnes of CO2 equivalent,9074.780999999999
274,Hungary,CH4,Total  emissions excluding LULUCF,2004,Tonnes of CO2 equivalent,8573.66
275,Hungary,CH4,Total  emissions excluding LULUCF,2005,Tonnes of CO2 equivalent,8404.189
276,Hungary,CH4,Total  emissions excluding LULUCF,2006,Tonnes of CO2 equivalent,8274.678
