"COU","Country","VAR","Variable","YEA","Year","Value","Flag Codes","Flags"
"JPN_R1","Ishikari","PHOSPHORUS_RIVER","Phosphorus","2004","2004",0.05,,
"JPN_R1","Ishikari","PHOSPHORUS_RIVER","Phosphorus","2005","2005",0.07,,
"JPN_R1","Ishikari","PHOSPHORUS_RIVER","Phosphorus","2006","2006",0.05,,
"JPN_R1","Ishikari","PHOSPHORUS_RIVER","Phosphorus","2007","2007",0.06,,
"JPN_R1","Ishikari","PHOSPHORUS_RIVER","Phosphorus","2008","2008",0.06,,
"JPN_R1","Ishikari","PHOSPHORUS_RIVER","Phosphorus","2009","2009",0.05,,
"JPN_R1","Ishikari","PHOSPHORUS_RIVER","Phosphorus","2010","2010",0.05,,
"JPN_R1","Ishikari","PHOSPHORUS_RIVER","Phosphorus","2011","2011",0.06,,
"JPN_R1","Ishikari","PHOSPHORUS_RIVER","Phosphorus","2012","2012",0.05,,
"JPN_R1","Ishikari","PHOSPHORUS_RIVER","Phosphorus","2013","2013",0.05,,
"JPN_R2","Yodo","AMMONIUM","Ammonium","2011","2011",0.03,,
"JPN_R2","Yodo","AMMONIUM","Ammonium","2012","2012",0.04,,
"JPN_R2","Yodo","AMMONIUM","Ammonium","2013","2013",0.04,,
"JPN_R2","Yodo","BOD","BOD","1997","1997",1.60000002,,
"JPN_R2","Yodo","BOD","BOD","1998","1998",1.70000005,,
"JPN_R2","Yodo","BOD","BOD","1999","1999",1.60000002,,
"JPN_R2","Yodo","BOD","BOD","2000","2000",1.5,,
"JPN_R2","Yodo","BOD","BOD","2001","2001",1.5,,
"JPN_R2","Yodo","BOD","BOD","2002","2002",1.5,,
"JPN_R2","Yodo","BOD","BOD","2003","2003",1.29999995,,
"JPN_R2","Yodo","BOD","BOD","2004","2004",1.10000002,,
"JPN_R2","Yodo","BOD","BOD","2005","2005",1.29999995,,
"JPN_R2","Yodo","BOD","BOD","2006","2006",1.10000002,,
"JPN_R2","Yodo","BOD","BOD","2007","2007",1,,
"JPN_R2","Yodo","BOD","BOD","2008","2008",1,,
"JPN_R2","Yodo","BOD","BOD","2009","2009",1,,
"JPN_R2","Yodo","BOD","BOD","2010","2010",1,,
"JPN_R2","Yodo","BOD","BOD","2011","2011",1.1,,
"JPN_R2","Yodo","BOD","BOD","2012","2012",1.2,,
"JPN_R2","Yodo","BOD","BOD","2013","2013",1.2,,
"JPN_R2","Yodo","CADMIUM","Cadmium","1997","1997",5,,
"JPN_R2","Yodo","CADMIUM","Cadmium","1998","1998",5,,
"JPN_R2","Yodo","CADMIUM","Cadmium","1999","1999",5,,
"JPN_R2","Yodo","CADMIUM","Cadmium","2000","2000",1,,
"JPN_R2","Yodo","CADMIUM","Cadmium","2001","2001",1,,
"JPN_R2","Yodo","CADMIUM","Cadmium","2002","2002",1,,
"JPN_R2","Yodo","CADMIUM","Cadmium","2003","2003",1,,
"JPN_R2","Yodo","CADMIUM","Cadmium","2004","2004",1,,
"JPN_R2","Yodo","CADMIUM","Cadmium","2005","2005",1,,
"JPN_R2","Yodo","CADMIUM","Cadmium","2006","2006",1,,
"JPN_R2","Yodo","CADMIUM","Cadmium","2007","2007",1,,
"JPN_R2","Yodo","CADMIUM","Cadmium","2008","2008",1,,
"JPN_R2","Yodo","CADMIUM","Cadmium","2009","2009",1,,
"JPN_R2","Yodo","CADMIUM","Cadmium","2010","2010",1,,
"JPN_R2","Yodo","CADMIUM","Cadmium","2011","2011",1,,
"JPN_R2","Yodo","CADMIUM","Cadmium","2012","2012",0,,
"JPN_R2","Yodo","CADMIUM","Cadmium","2013","2013",0,,
"JPN_R2","Yodo","CHROMIUM","Chromium","1997","1997",0,,
"JPN_R2","Yodo","CHROMIUM","Chromium","1998","1998",0,,
"JPN_R2","Yodo","CHROMIUM","Chromium","1999","1999",0,,
"JPN_R2","Yodo","CHROMIUM","Chromium","2000","2000",0,,
"JPN_R2","Yodo","CHROMIUM","Chromium","2001","2001",0,,
"JPN_R2","Yodo","CHROMIUM","Chromium","2002","2002",0,,
"JPN_R2","Yodo","CHROMIUM","Chromium","2003","2003",0,,
"JPN_R2","Yodo","CHROMIUM","Chromium","2004","2004",0,,
"JPN_R2","Yodo","CHROMIUM","Chromium","2005","2005",0,,
"JPN_R2","Yodo","CHROMIUM","Chromium","2006","2006",0,,
"JPN_R2","Yodo","CHROMIUM","Chromium","2007","2007",0,,
"JPN_R2","Yodo","CHROMIUM","Chromium","2008","2008",0,,
"JPN_R2","Yodo","CHROMIUM","Chromium","2009","2009",0,,
"JPN_R2","Yodo","CHROMIUM","Chromium","2010","2010",0,,
"JPN_R2","Yodo","CHROMIUM","Chromium","2011","2011",0,,
"JPN_R2","Yodo","CHROMIUM","Chromium","2012","2012",0,,
"JPN_R2","Yodo","CHROMIUM","Chromium","2013","2013",0,,
"JPN_R2","Yodo","COPPER","Copper","1999","1999",8,,
"JPN_R2","Yodo","COPPER","Copper","2000","2000",13,,
"JPN_R2","Yodo","COPPER","Copper","2001","2001",13,,
"JPN_R2","Yodo","COPPER","Copper","2002","2002",9,,
"JPN_R2","Yodo","COPPER","Copper","2003","2003",17,,
"JPN_R2","Yodo","COPPER","Copper","2004","2004",2,,
"JPN_R2","Yodo","COPPER","Copper","2005","2005",3,,
"JPN_R2","Yodo","COPPER","Copper","2006","2006",3,,
"JPN_R2","Yodo","COPPER","Copper","2007","2007",5,,
"JPN_R2","Yodo","COPPER","Copper","2008","2008",5,,
"JPN_R2","Yodo","COPPER","Copper","2009","2009",5,,
"JPN_R2","Yodo","COPPER","Copper","2010","2010",5,,
"JPN_R2","Yodo","COPPER","Copper","2011","2011",3,,
"JPN_R2","Yodo","COPPER","Copper","2012","2012",5,,
"JPN_R2","Yodo","COPPER","Copper","2013","2013",5,,
"JPN_R2","Yodo","DO","DO","1997","1997",9.60000038,,
"JPN_R2","Yodo","DO","DO","1998","1998",9.39999962,,
"JPN_R2","Yodo","DO","DO","1999","1999",9.30000019,,
"JPN_R2","Yodo","DO","DO","2000","2000",9,,
"JPN_R2","Yodo","DO","DO","2001","2001",9,,
"JPN_R2","Yodo","DO","DO","2002","2002",9,,
"JPN_R2","Yodo","DO","DO","2003","2003",9.30000019,,
"JPN_R2","Yodo","DO","DO","2004","2004",9.5,,
"JPN_R2","Yodo","DO","DO","2005","2005",9.89999962,,
"JPN_R2","Yodo","DO","DO","2006","2006",9.5,,
"JPN_R2","Yodo","DO","DO","2007","2007",9.19999981,,
"JPN_R2","Yodo","DO","DO","2008","2008",9.10000038,,
"JPN_R2","Yodo","DO","DO","2009","2009",9.5,,
"JPN_R2","Yodo","DO","DO","2010","2010",9.6,,
"JPN_R2","Yodo","DO","DO","2011","2011",9.7,,
"JPN_R2","Yodo","DO","DO","2012","2012",9.8,,
"JPN_R2","Yodo","DO","DO","2013","2013",9.6,,
"JPN_R2","Yodo","LEAD","Lead","1997","1997",5,,
"JPN_R2","Yodo","LEAD","Lead","1998","1998",5,,
"JPN_R2","Yodo","LEAD","Lead","1999","1999",5,,
"JPN_R2","Yodo","LEAD","Lead","2000","2000",5,,
"JPN_R2","Yodo","LEAD","Lead","2001","2001",5,,
"JPN_R2","Yodo","LEAD","Lead","2002","2002",5,,
"JPN_R2","Yodo","LEAD","Lead","2003","2003",5,,
"JPN_R2","Yodo","LEAD","Lead","2004","2004",5,,
"JPN_R2","Yodo","LEAD","Lead","2005","2005",5,,
"JPN_R2","Yodo","LEAD","Lead","2006","2006",5,,
"JPN_R2","Yodo","LEAD","Lead","2007","2007",5,,
"JPN_R2","Yodo","LEAD","Lead","2008","2008",5,,
"JPN_R2","Yodo","LEAD","Lead","2009","2009",5,,
"JPN_R2","Yodo","LEAD","Lead","2010","2010",5,,
"JPN_R2","Yodo","LEAD","Lead","2011","2011",1,,
"JPN_R2","Yodo","LEAD","Lead","2012","2012",5,,
"JPN_R2","Yodo","LEAD","Lead","2013","2013",5,,
"JPN_R2","Yodo","NITRATES_RIVER","Nitrates","1999","1999",1.1,,
"JPN_R2","Yodo","NITRATES_RIVER","Nitrates","2001","2001",0.94,,
"JPN_R2","Yodo","NITRATES_RIVER","Nitrates","2002","2002",1.2,,
"JPN_R2","Yodo","NITRATES_RIVER","Nitrates","2003","2003",1,,
"JPN_R2","Yodo","NITRATES_RIVER","Nitrates","2004","2004",0.95,,
"JPN_R2","Yodo","NITRATES_RIVER","Nitrates","2005","2005",1.1,,
"JPN_R2","Yodo","NITRATES_RIVER","Nitrates","2006","2006",1.1,,
"JPN_R2","Yodo","NITRATES_RIVER","Nitrates","2007","2007",1.1,,
"JPN_R2","Yodo","NITRATES_RIVER","Nitrates","2008","2008",0.96,,
"JPN_R2","Yodo","NITRATES_RIVER","Nitrates","2009","2009",1,,
"JPN_R2","Yodo","NITRATES_RIVER","Nitrates","2010","2010",0.88,,
"JPN_R2","Yodo","NITRATES_RIVER","Nitrates","2011","2011",0.79,,
"JPN_R2","Yodo","NITRATES_RIVER","Nitrates","2012","2012",0.77,,
"JPN_R2","Yodo","NITRATES_RIVER","Nitrates","2013","2013",0.88,,
"JPN_R2","Yodo","PHOSPHORUS_RIVER","Phosphorus","1999","1999",0.11,,
"JPN_R2","Yodo","PHOSPHORUS_RIVER","Phosphorus","2000","2000",0.11,,
"JPN_R2","Yodo","PHOSPHORUS_RIVER","Phosphorus","2001","2001",0.09,,
"JPN_R2","Yodo","PHOSPHORUS_RIVER","Phosphorus","2002","2002",0.1,,
"JPN_R2","Yodo","PHOSPHORUS_RIVER","Phosphorus","2003","2003",0.09,,
"JPN_R2","Yodo","PHOSPHORUS_RIVER","Phosphorus","2004","2004",0.08,,
"JPN_R2","Yodo","PHOSPHORUS_RIVER","Phosphorus","2005","2005",0.1,,
"JPN_R2","Yodo","PHOSPHORUS_RIVER","Phosphorus","2006","2006",0.09,,
"JPN_R2","Yodo","PHOSPHORUS_RIVER","Phosphorus","2007","2007",0.1,,
"JPN_R2","Yodo","PHOSPHORUS_RIVER","Phosphorus","2008","2008",0.09,,
"JPN_R2","Yodo","PHOSPHORUS_RIVER","Phosphorus","2009","2009",0.08,,
"JPN_R2","Yodo","PHOSPHORUS_RIVER","Phosphorus","2010","2010",0.07,,
"JPN_R2","Yodo","PHOSPHORUS_RIVER","Phosphorus","2011","2011",0.07,,
"JPN_R2","Yodo","PHOSPHORUS_RIVER","Phosphorus","2012","2012",0.07,,
"JPN_R2","Yodo","PHOSPHORUS_RIVER","Phosphorus","2013","2013",0.09,,
"JPN_R3","Tone (Sakae-hashi)","BOD","BOD","1997","1997",1.5,,
"JPN_R3","Tone (Sakae-hashi)","BOD","BOD","1998","1998",1.5,,
"JPN_R3","Tone (Sakae-hashi)","BOD","BOD","1999","1999",2,,
"JPN_R3","Tone (Sakae-hashi)","BOD","BOD","2000","2000",1.70000005,,
"JPN_R3","Tone (Sakae-hashi)","BOD","BOD","2001","2001",1.70000005,,
"JPN_R3","Tone (Sakae-hashi)","BOD","BOD","2002","2002",1.39999998,,
"JPN_R3","Tone (Sakae-hashi)","BOD","BOD","2003","2003",1.89999998,,
"JPN_R3","Tone (Sakae-hashi)","BOD","BOD","2004","2004",1.89999998,,
"JPN_R3","Tone (Sakae-hashi)","BOD","BOD","2005","2005",1.60000002,,
"JPN_R3","Tone (Sakae-hashi)","BOD","BOD","2006","2006",1.60000002,,
"JPN_R3","Tone (Sakae-hashi)","BOD","BOD","2007","2007",1.89999998,,
"JPN_R3","Tone (Sakae-hashi)","BOD","BOD","2008","2008",1.60000002,,
"JPN_R3","Tone (Sakae-hashi)","BOD","BOD","2009","2009",1.3,,
"JPN_R3","Tone (Sakae-hashi)","BOD","BOD","2010","2010",1.5,,
"JPN_R3","Tone (Sakae-hashi)","BOD","BOD","2011","2011",1.2,,
"JPN_R3","Tone (Sakae-hashi)","BOD","BOD","2012","2012",1.5,,
"JPN_R3","Tone (Sakae-hashi)","BOD","BOD","2013","2013",1.8,,
"JPN_R3","Tone (Sakae-hashi)","CADMIUM","Cadmium","1997","1997",1,,
"JPN_R3","Tone (Sakae-hashi)","CADMIUM","Cadmium","1998","1998",1,,
"JPN_R3","Tone (Sakae-hashi)","CADMIUM","Cadmium","1999","1999",1,,
"JPN_R3","Tone (Sakae-hashi)","CADMIUM","Cadmium","2000","2000",1,,
"JPN_R3","Tone (Sakae-hashi)","CADMIUM","Cadmium","2001","2001",1,,
"JPN_R3","Tone (Sakae-hashi)","CADMIUM","Cadmium","2002","2002",1,,
"JPN_R3","Tone (Sakae-hashi)","CADMIUM","Cadmium","2003","2003",1,,
"JPN_R3","Tone (Sakae-hashi)","CADMIUM","Cadmium","2004","2004",1,,
"JPN_R3","Tone (Sakae-hashi)","CADMIUM","Cadmium","2005","2005",1,,
"JPN_R3","Tone (Sakae-hashi)","CADMIUM","Cadmium","2006","2006",1,,
"JPN_R3","Tone (Sakae-hashi)","CADMIUM","Cadmium","2007","2007",1,,
"JPN_R3","Tone (Sakae-hashi)","CADMIUM","Cadmium","2008","2008",1,,
"JPN_R3","Tone (Sakae-hashi)","CADMIUM","Cadmium","2009","2009",1,,
"JPN_R3","Tone (Sakae-hashi)","CADMIUM","Cadmium","2010","2010",1,,
"JPN_R3","Tone (Sakae-hashi)","CADMIUM","Cadmium","2011","2011",1,,
"JPN_R3","Tone (Sakae-hashi)","CADMIUM","Cadmium","2012","2012",0.3,,
"JPN_R3","Tone (Sakae-hashi)","CADMIUM","Cadmium","2013","2013",0,,
"JPN_R3","Tone (Sakae-hashi)","CHROMIUM","Chromium","1997","1997",0,,
"JPN_R3","Tone (Sakae-hashi)","CHROMIUM","Chromium","1998","1998",0,,
"JPN_R3","Tone (Sakae-hashi)","CHROMIUM","Chromium","1999","1999",0,,
"JPN_R3","Tone (Sakae-hashi)","CHROMIUM","Chromium","2000","2000",0,,
"JPN_R3","Tone (Sakae-hashi)","CHROMIUM","Chromium","2001","2001",0,,
"JPN_R3","Tone (Sakae-hashi)","CHROMIUM","Chromium","2002","2002",0,,
"JPN_R3","Tone (Sakae-hashi)","CHROMIUM","Chromium","2003","2003",0,,
"JPN_R3","Tone (Sakae-hashi)","CHROMIUM","Chromium","2004","2004",0,,
"JPN_R3","Tone (Sakae-hashi)","CHROMIUM","Chromium","2005","2005",0,,
"JPN_R3","Tone (Sakae-hashi)","CHROMIUM","Chromium","2006","2006",0,,
"JPN_R3","Tone (Sakae-hashi)","CHROMIUM","Chromium","2007","2007",0,,
"JPN_R3","Tone (Sakae-hashi)","CHROMIUM","Chromium","2008","2008",0,,
"JPN_R3","Tone (Sakae-hashi)","CHROMIUM","Chromium","2009","2009",0,,
"JPN_R3","Tone (Sakae-hashi)","CHROMIUM","Chromium","2010","2010",0,,
"JPN_R3","Tone (Sakae-hashi)","CHROMIUM","Chromium","2011","2011",0,,
"JPN_R3","Tone (Sakae-hashi)","CHROMIUM","Chromium","2012","2012",0,,
"JPN_R3","Tone (Sakae-hashi)","CHROMIUM","Chromium","2013","2013",0,,
"JPN_R3","Tone (Sakae-hashi)","COPPER","Copper","2000","2000",10,,
"JPN_R3","Tone (Sakae-hashi)","COPPER","Copper","2001","2001",10,,
"JPN_R3","Tone (Sakae-hashi)","COPPER","Copper","2002","2002",10,,
"JPN_R3","Tone (Sakae-hashi)","COPPER","Copper","2003","2003",10,,
"JPN_R3","Tone (Sakae-hashi)","COPPER","Copper","2004","2004",4,,
"JPN_R3","Tone (Sakae-hashi)","COPPER","Copper","2005","2005",10,,
"JPN_R3","Tone (Sakae-hashi)","COPPER","Copper","2006","2006",10,,
"JPN_R3","Tone (Sakae-hashi)","COPPER","Copper","2007","2007",10,,
"JPN_R3","Tone (Sakae-hashi)","COPPER","Copper","2008","2008",10,,
"JPN_R3","Tone (Sakae-hashi)","COPPER","Copper","2010","2010",10,,
"JPN_R3","Tone (Sakae-hashi)","COPPER","Copper","2011","2011",4,,
"JPN_R3","Tone (Sakae-hashi)","COPPER","Copper","2012","2012",4,,
"JPN_R3","Tone (Sakae-hashi)","COPPER","Copper","2013","2013",4,,
"JPN_R3","Tone (Sakae-hashi)","DO","DO","1997","1997",9.5,,
"JPN_R3","Tone (Sakae-hashi)","DO","DO","1998","1998",9.39999962,,
"JPN_R3","Tone (Sakae-hashi)","DO","DO","1999","1999",9.5,,
"JPN_R3","Tone (Sakae-hashi)","DO","DO","2000","2000",9.60000038,,
"JPN_R3","Tone (Sakae-hashi)","DO","DO","2001","2001",9.10000038,,
"JPN_R3","Tone (Sakae-hashi)","DO","DO","2002","2002",9.60000038,,
"JPN_R3","Tone (Sakae-hashi)","DO","DO","2003","2003",9.80000019,,
"JPN_R3","Tone (Sakae-hashi)","DO","DO","2004","2004",9.5,,
"JPN_R3","Tone (Sakae-hashi)","DO","DO","2005","2005",9.39999962,,
"JPN_R3","Tone (Sakae-hashi)","DO","DO","2006","2006",9,,
"JPN_R3","Tone (Sakae-hashi)","DO","DO","2007","2007",9.5,,
"JPN_R3","Tone (Sakae-hashi)","DO","DO","2008","2008",9.30000019,,
"JPN_R3","Tone (Sakae-hashi)","DO","DO","2009","2009",9.1,,
"JPN_R3","Tone (Sakae-hashi)","DO","DO","2010","2010",9.5,,
"JPN_R3","Tone (Sakae-hashi)","DO","DO","2011","2011",9.8,,
"JPN_R3","Tone (Sakae-hashi)","DO","DO","2012","2012",9.9,,
"JPN_R3","Tone (Sakae-hashi)","DO","DO","2013","2013",9.3,,
"JPN_R3","Tone (Sakae-hashi)","LEAD","Lead","1997","1997",1,,
"JPN_R3","Tone (Sakae-hashi)","LEAD","Lead","1998","1998",1,,
"JPN_R3","Tone (Sakae-hashi)","LEAD","Lead","1999","1999",1,,
"JPN_R3","Tone (Sakae-hashi)","LEAD","Lead","2000","2000",1,,
"JPN_R3","Tone (Sakae-hashi)","LEAD","Lead","2001","2001",1,,
"JPN_R3","Tone (Sakae-hashi)","LEAD","Lead","2002","2002",1,,
"JPN_R3","Tone (Sakae-hashi)","LEAD","Lead","2003","2003",1,,
"JPN_R3","Tone (Sakae-hashi)","LEAD","Lead","2004","2004",1,,
"JPN_R3","Tone (Sakae-hashi)","LEAD","Lead","2005","2005",1,,
"JPN_R3","Tone (Sakae-hashi)","LEAD","Lead","2006","2006",1,,
"JPN_R3","Tone (Sakae-hashi)","LEAD","Lead","2007","2007",1,,
"JPN_R3","Tone (Sakae-hashi)","LEAD","Lead","2008","2008",1,,
"JPN_R3","Tone (Sakae-hashi)","LEAD","Lead","2009","2009",1,,
"JPN_R3","Tone (Sakae-hashi)","LEAD","Lead","2010","2010",1,,
"JPN_R3","Tone (Sakae-hashi)","LEAD","Lead","2011","2011",1,,
"JPN_R3","Tone (Sakae-hashi)","LEAD","Lead","2012","2012",1.6,,
"JPN_R3","Tone (Sakae-hashi)","LEAD","Lead","2013","2013",1,,
"JPN_R3","Tone (Sakae-hashi)","NITRATES_RIVER","Nitrates","1999","1999",2.2,,
"JPN_R3","Tone (Sakae-hashi)","NITRATES_RIVER","Nitrates","2000","2000",2.2,,
"JPN_R3","Tone (Sakae-hashi)","NITRATES_RIVER","Nitrates","2001","2001",2.2,,
"JPN_R3","Tone (Sakae-hashi)","NITRATES_RIVER","Nitrates","2002","2002",2.2,,
"JPN_R3","Tone (Sakae-hashi)","NITRATES_RIVER","Nitrates","2003","2003",2.2,,
"JPN_R3","Tone (Sakae-hashi)","NITRATES_RIVER","Nitrates","2004","2004",2.1,,
"JPN_R3","Tone (Sakae-hashi)","NITRATES_RIVER","Nitrates","2005","2005",1.9,,
"JPN_R3","Tone (Sakae-hashi)","NITRATES_RIVER","Nitrates","2006","2006",2,,
"JPN_R3","Tone (Sakae-hashi)","NITRATES_RIVER","Nitrates","2007","2007",2,,
"JPN_R3","Tone (Sakae-hashi)","NITRATES_RIVER","Nitrates","2008","2008",2.1,,
"JPN_R3","Tone (Sakae-hashi)","NITRATES_RIVER","Nitrates","2009","2009",2,,
"JPN_R3","Tone (Sakae-hashi)","NITRATES_RIVER","Nitrates","2010","2010",2.1,,
"JPN_R3","Tone (Sakae-hashi)","NITRATES_RIVER","Nitrates","2011","2011",2,,
"JPN_R3","Tone (Sakae-hashi)","NITRATES_RIVER","Nitrates","2012","2012",1.9,,
"JPN_R3","Tone (Sakae-hashi)","NITRATES_RIVER","Nitrates","2013","2013",1.9,,
"JPN_R3","Tone (Sakae-hashi)","PHOSPHORUS_RIVER","Phosphorus","1999","1999",0.1,,
"JPN_R3","Tone (Sakae-hashi)","PHOSPHORUS_RIVER","Phosphorus","2000","2000",0.1,,
"JPN_R3","Tone (Sakae-hashi)","PHOSPHORUS_RIVER","Phosphorus","2001","2001",0.1,,
"JPN_R3","Tone (Sakae-hashi)","PHOSPHORUS_RIVER","Phosphorus","2002","2002",0.1,,
"JPN_R3","Tone (Sakae-hashi)","PHOSPHORUS_RIVER","Phosphorus","2003","2003",0.1,,
"JPN_R3","Tone (Sakae-hashi)","PHOSPHORUS_RIVER","Phosphorus","2004","2004",0.1,,
"JPN_R3","Tone (Sakae-hashi)","PHOSPHORUS_RIVER","Phosphorus","2005","2005",0.1,,
"JPN_R3","Tone (Sakae-hashi)","PHOSPHORUS_RIVER","Phosphorus","2006","2006",0.1,,
"JPN_R3","Tone (Sakae-hashi)","PHOSPHORUS_RIVER","Phosphorus","2007","2007",0.1,,
"JPN_R3","Tone (Sakae-hashi)","PHOSPHORUS_RIVER","Phosphorus","2008","2008",0.1,,
"JPN_R3","Tone (Sakae-hashi)","PHOSPHORUS_RIVER","Phosphorus","2009","2009",0.1,,
"JPN_R3","Tone (Sakae-hashi)","PHOSPHORUS_RIVER","Phosphorus","2010","2010",0.1,,
"JPN_R3","Tone (Sakae-hashi)","PHOSPHORUS_RIVER","Phosphorus","2011","2011",0.1,,
"JPN_R3","Tone (Sakae-hashi)","PHOSPHORUS_RIVER","Phosphorus","2012","2012",0.1,,
"JPN_R3","Tone (Sakae-hashi)","PHOSPHORUS_RIVER","Phosphorus","2013","2013",0.1,,
"JPN_R4","Chikugo","BOD","BOD","1997","1997",1.20000005,,
"JPN_R4","Chikugo","BOD","BOD","1998","1998",1.29999995,,
"JPN_R4","Chikugo","BOD","BOD","1999","1999",1.39999998,,
"JPN_R4","Chikugo","BOD","BOD","2000","2000",1.5,,
"JPN_R4","Chikugo","BOD","BOD","2001","2001",1.60000002,,
"JPN_R4","Chikugo","BOD","BOD","2002","2002",1.5,,
"JPN_R4","Chikugo","BOD","BOD","2003","2003",1.20000005,,
"JPN_R4","Chikugo","BOD","BOD","2004","2004",1.39999998,,
"JPN_R4","Chikugo","BOD","BOD","2005","2005",1.39999998,,
"JPN_R4","Chikugo","BOD","BOD","2006","2006",1.10000002,,
"JPN_R4","Chikugo","BOD","BOD","2007","2007",1.10000002,,
"JPN_R4","Chikugo","BOD","BOD","2008","2008",1.29999995,,
"JPN_R4","Chikugo","BOD","BOD","2009","2009",1.4,,
"JPN_R4","Chikugo","BOD","BOD","2010","2010",1.7,,
"JPN_R4","Chikugo","BOD","BOD","2011","2011",1.2,,
"JPN_R4","Chikugo","BOD","BOD","2012","2012",1.4,,
"JPN_R4","Chikugo","BOD","BOD","2013","2013",1.4,,
"JPN_R4","Chikugo","CADMIUM","Cadmium","1997","1997",1,,
"JPN_R4","Chikugo","CADMIUM","Cadmium","1998","1998",1,,
"JPN_R4","Chikugo","CADMIUM","Cadmium","1999","1999",1,,
"JPN_R4","Chikugo","CADMIUM","Cadmium","2000","2000",1,,
"JPN_R4","Chikugo","CADMIUM","Cadmium","2001","2001",1,,
"JPN_R4","Chikugo","CADMIUM","Cadmium","2002","2002",1,,
"JPN_R4","Chikugo","CADMIUM","Cadmium","2003","2003",1,,
"JPN_R4","Chikugo","CADMIUM","Cadmium","2004","2004",1,,
"JPN_R4","Chikugo","CADMIUM","Cadmium","2005","2005",1,,
"JPN_R4","Chikugo","CADMIUM","Cadmium","2006","2006",1,,
"JPN_R4","Chikugo","CADMIUM","Cadmium","2007","2007",1,,
"JPN_R4","Chikugo","CADMIUM","Cadmium","2008","2008",1,,
"JPN_R4","Chikugo","CADMIUM","Cadmium","2009","2009",5,,
"JPN_R4","Chikugo","CADMIUM","Cadmium","2010","2010",5,,
"JPN_R4","Chikugo","CADMIUM","Cadmium","2011","2011",1,,
"JPN_R4","Chikugo","CADMIUM","Cadmium","2012","2012",1,,
"JPN_R4","Chikugo","CADMIUM","Cadmium","2013","2013",1,,
"JPN_R4","Chikugo","CHROMIUM","Chromium","1997","1997",0.005,,
"JPN_R4","Chikugo","CHROMIUM","Chromium","1998","1998",0.005,,
"JPN_R4","Chikugo","CHROMIUM","Chromium","1999","1999",0.009,,
"JPN_R4","Chikugo","CHROMIUM","Chromium","2000","2000",0.005,,
"JPN_R4","Chikugo","CHROMIUM","Chromium","2001","2001",0.005,,
"JPN_R4","Chikugo","CHROMIUM","Chromium","2002","2002",0.02,,
"JPN_R4","Chikugo","CHROMIUM","Chromium","2003","2003",0.02,,
"JPN_R4","Chikugo","CHROMIUM","Chromium","2004","2004",0.02,,
"JPN_R4","Chikugo","CHROMIUM","Chromium","2005","2005",0.02,,
"JPN_R4","Chikugo","CHROMIUM","Chromium","2006","2006",0.02,,
"JPN_R4","Chikugo","CHROMIUM","Chromium","2007","2007",0.01,,
"JPN_R4","Chikugo","CHROMIUM","Chromium","2008","2008",0.01,,
"JPN_R4","Chikugo","CHROMIUM","Chromium","2009","2009",0.05,,
"JPN_R4","Chikugo","CHROMIUM","Chromium","2010","2010",0.05,,
"JPN_R4","Chikugo","CHROMIUM","Chromium","2011","2011",0.05,,
"JPN_R4","Chikugo","CHROMIUM","Chromium","2012","2012",0.002,,
"JPN_R4","Chikugo","CHROMIUM","Chromium","2013","2013",0.02,,
"JPN_R4","Chikugo","DO","DO","1997","1997",9.89999962,,
"JPN_R4","Chikugo","DO","DO","1998","1998",9.80000019,,
"JPN_R4","Chikugo","DO","DO","1999","1999",10,,
"JPN_R4","Chikugo","DO","DO","2000","2000",9.5,,
"JPN_R4","Chikugo","DO","DO","2001","2001",10,,
"JPN_R4","Chikugo","DO","DO","2002","2002",10,,
"JPN_R4","Chikugo","DO","DO","2003","2003",9.60000038,,
"JPN_R4","Chikugo","DO","DO","2004","2004",10,,
"JPN_R4","Chikugo","DO","DO","2005","2005",11,,
"JPN_R4","Chikugo","DO","DO","2006","2006",9.69999981,,
"JPN_R4","Chikugo","DO","DO","2007","2007",9.60000038,,
"JPN_R4","Chikugo","DO","DO","2008","2008",10,,
"JPN_R4","Chikugo","DO","DO","2009","2009",11,,
"JPN_R4","Chikugo","DO","DO","2010","2010",9.9,,
"JPN_R4","Chikugo","DO","DO","2011","2011",9.7,,
"JPN_R4","Chikugo","DO","DO","2012","2012",10,,
"JPN_R4","Chikugo","DO","DO","2013","2013",9.9,,
"JPN_R4","Chikugo","LEAD","Lead","1997","1997",5,,
"JPN_R4","Chikugo","LEAD","Lead","1998","1998",5,,
"JPN_R4","Chikugo","LEAD","Lead","1999","1999",5,,
"JPN_R4","Chikugo","LEAD","Lead","2000","2000",5,,
"JPN_R4","Chikugo","LEAD","Lead","2001","2001",5,,
"JPN_R4","Chikugo","LEAD","Lead","2002","2002",5,,
"JPN_R4","Chikugo","LEAD","Lead","2003","2003",5,,
"JPN_R4","Chikugo","LEAD","Lead","2004","2004",5,,
"JPN_R4","Chikugo","LEAD","Lead","2005","2005",5,,
"JPN_R4","Chikugo","LEAD","Lead","2006","2006",5,,
"JPN_R4","Chikugo","LEAD","Lead","2007","2007",1,,
"JPN_R4","Chikugo","LEAD","Lead","2008","2008",1,,
"JPN_R4","Chikugo","LEAD","Lead","2009","2009",5,,
"JPN_R4","Chikugo","LEAD","Lead","2010","2010",5,,
"JPN_R4","Chikugo","LEAD","Lead","2011","2011",5,,
