"COU","Country","SOURCE","Source","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"HUN","Hungary","SURFACE","Fresh surface water","IRRIG","Irrigation","2012","2012","M3","Cubic metres","6","Millions",,,145.27,,
"HUN","Hungary","SURFACE","Fresh surface water","IRRIG","Irrigation","2013","2013","M3","Cubic metres","6","Millions",,,132.82317,"E","Estimated value"
"HUN","Hungary","SURFACE","Fresh surface water","IRRIG","Irrigation","2014","2014","M3","Cubic metres","6","Millions",,,88.26913,"E","Estimated value"
"HUN","Hungary","SURFACE","Fresh surface water","IRRIG","Irrigation","2015","2015","M3","Cubic metres","6","Millions",,,98.88966,"E","Estimated value"
"HUN","Hungary","SURFACE","Fresh surface water","IRRIG","Irrigation","2016","2016","M3","Cubic metres","6","Millions",,,88.08273,"E","Estimated value"
"HUN","Hungary","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2008","2008","M3","Cubic metres","6","Millions",,,39.5,,
"HUN","Hungary","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2009","2009","M3","Cubic metres","6","Millions",,,32,,
"HUN","Hungary","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2010","2010","M3","Cubic metres","6","Millions",,,33,,
"HUN","Hungary","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2011","2011","M3","Cubic metres","6","Millions",,,37,,
"HUN","Hungary","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2012","2012","M3","Cubic metres","6","Millions",,,60,,
"HUN","Hungary","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2008","2008","M3","Cubic metres","6","Millions",,,506,,
"HUN","Hungary","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2009","2009","M3","Cubic metres","6","Millions",,,558,,
"HUN","Hungary","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2010","2010","M3","Cubic metres","6","Millions",,,497.76,,
"HUN","Hungary","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2011","2011","M3","Cubic metres","6","Millions",,,502.97,,
"HUN","Hungary","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2012","2012","M3","Cubic metres","6","Millions",,,502.61,,
"HUN","Hungary","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2013","2013","M3","Cubic metres","6","Millions",,,496.04,"E","Estimated value"
"HUN","Hungary","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2014","2014","M3","Cubic metres","6","Millions",,,475.6,"E","Estimated value"
"HUN","Hungary","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2015","2015","M3","Cubic metres","6","Millions",,,491.65,"E","Estimated value"
"HUN","Hungary","GROUND","Fresh ground water","PUBLIC","Public water supply","2008","2008","M3","Cubic metres","6","Millions",,,361,,
"HUN","Hungary","GROUND","Fresh ground water","PUBLIC","Public water supply","2009","2009","M3","Cubic metres","6","Millions",,,368,,
"HUN","Hungary","GROUND","Fresh ground water","PUBLIC","Public water supply","2010","2010","M3","Cubic metres","6","Millions",,,350,,
"HUN","Hungary","GROUND","Fresh ground water","PUBLIC","Public water supply","2011","2011","M3","Cubic metres","6","Millions",,,345,,
"HUN","Hungary","GROUND","Fresh ground water","PUBLIC","Public water supply","2012","2012","M3","Cubic metres","6","Millions",,,345,,
"HUN","Hungary","GROUND","Fresh ground water","PUBLIC","Public water supply","2013","2013","M3","Cubic metres","6","Millions",,,334.8101,,
"HUN","Hungary","GROUND","Fresh ground water","PUBLIC","Public water supply","2014","2014","M3","Cubic metres","6","Millions",,,336.596,,
"HUN","Hungary","GROUND","Fresh ground water","PUBLIC","Public water supply","2015","2015","M3","Cubic metres","6","Millions",,,351.42594,,
"HUN","Hungary","GROUND","Fresh ground water","PUBLIC","Public water supply","2016","2016","M3","Cubic metres","6","Millions",,,346.14806,,
"HUN","Hungary","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2008","2008","M3","Cubic metres","6","Millions",,,41,,
"HUN","Hungary","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2009","2009","M3","Cubic metres","6","Millions",,,45,,
"HUN","Hungary","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2010","2010","M3","Cubic metres","6","Millions",,,51,,
"HUN","Hungary","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2011","2011","M3","Cubic metres","6","Millions",,,53,,
"HUN","Hungary","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2012","2012","M3","Cubic metres","6","Millions",,,58,,
"HUN","Hungary","GROUND","Fresh ground water","IRRIG","Irrigation","2010","2010","M3","Cubic metres","6","Millions",,,5.69,"E","Estimated value"
"HUN","Hungary","GROUND","Fresh ground water","IRRIG","Irrigation","2011","2011","M3","Cubic metres","6","Millions",,,12.8,,
"HUN","Hungary","GROUND","Fresh ground water","IRRIG","Irrigation","2012","2012","M3","Cubic metres","6","Millions",,,19.04,,
"HUN","Hungary","GROUND","Fresh ground water","IRRIG","Irrigation","2013","2013","M3","Cubic metres","6","Millions",,,17.41192,"E","Estimated value"
"HUN","Hungary","GROUND","Fresh ground water","IRRIG","Irrigation","2014","2014","M3","Cubic metres","6","Millions",,,11.56827,"E","Estimated value"
"HUN","Hungary","GROUND","Fresh ground water","IRRIG","Irrigation","2015","2015","M3","Cubic metres","6","Millions",,,12.95964,"E","Estimated value"
"HUN","Hungary","GROUND","Fresh ground water","IRRIG","Irrigation","2016","2016","M3","Cubic metres","6","Millions",,,11.54337,"E","Estimated value"
"HUN","Hungary","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2008","2008","M3","Cubic metres","6","Millions",,,42,,
"HUN","Hungary","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2009","2009","M3","Cubic metres","6","Millions",,,39,,
"HUN","Hungary","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2010","2010","M3","Cubic metres","6","Millions",,,37.5,,
"HUN","Hungary","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2011","2011","M3","Cubic metres","6","Millions",,,38,,
"HUN","Hungary","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2012","2012","M3","Cubic metres","6","Millions",,,34.4,,
"ISL","Iceland","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2010","2010","M3","Cubic metres","6","Millions",,,1929.90005,"B","Break"
"ISL","Iceland","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2011","2011","M3","Cubic metres","6","Millions",,,2126.20004,,
"ISL","Iceland","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2012","2012","M3","Cubic metres","6","Millions",,,2173.59998,,
"ISL","Iceland","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2013","2013","M3","Cubic metres","6","Millions",,,2006.49995,,
"ISL","Iceland","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2014","2014","M3","Cubic metres","6","Millions",,,1440.79996,,
"ISL","Iceland","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2010","2010","M3","Cubic metres","6","Millions",,,817.40002,"B","Break"
"ISL","Iceland","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2011","2011","M3","Cubic metres","6","Millions",,,919.70001,,
"ISL","Iceland","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2012","2012","M3","Cubic metres","6","Millions",,,929.90002,,
"ISL","Iceland","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2013","2013","M3","Cubic metres","6","Millions",,,881.59998,,
"ISL","Iceland","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2014","2014","M3","Cubic metres","6","Millions",,,739.29999,,
"ISL","Iceland","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2010","2010","M3","Cubic metres","6","Millions",,,1083.40002,"B","Break"
"ISL","Iceland","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2011","2011","M3","Cubic metres","6","Millions",,,1174.90002,,
"ISL","Iceland","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2012","2012","M3","Cubic metres","6","Millions",,,1207.19995,,
"ISL","Iceland","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2013","2013","M3","Cubic metres","6","Millions",,,1091.59998,,
"ISL","Iceland","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2014","2014","M3","Cubic metres","6","Millions",,,670.59998,,
"ISL","Iceland","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2010","2010","M3","Cubic metres","6","Millions",,,0,"B","Break"
"ISL","Iceland","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2011","2011","M3","Cubic metres","6","Millions",,,0,,
"ISL","Iceland","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2012","2012","M3","Cubic metres","6","Millions",,,0,,
"ISL","Iceland","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2013","2013","M3","Cubic metres","6","Millions",,,0,,
"ISL","Iceland","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2014","2014","M3","Cubic metres","6","Millions",,,0,,
"ISL","Iceland","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2010","2010","M3","Cubic metres","6","Millions",,,29.1,"B","Break"
"ISL","Iceland","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2011","2011","M3","Cubic metres","6","Millions",,,31.6,,
"ISL","Iceland","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2012","2012","M3","Cubic metres","6","Millions",,,36.5,,
"ISL","Iceland","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2013","2013","M3","Cubic metres","6","Millions",,,33.3,,
"ISL","Iceland","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2014","2014","M3","Cubic metres","6","Millions",,,30.9,,
"ISL","Iceland","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2010","2010","M3CAP","Cubic metres per capita","0","Units",,,6024.76222,"B","Break"
"ISL","Iceland","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2011","2011","M3CAP","Cubic metres per capita","0","Units",,,6574.15494,"E","Estimated value"
"ISL","Iceland","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2012","2012","M3CAP","Cubic metres per capita","0","Units",,,6677.19313,"E","Estimated value"
"ISL","Iceland","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2013","2013","M3CAP","Cubic metres per capita","0","Units",,,6135.5415,"E","Estimated value"
"ISL","Iceland","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2014","2014","M3CAP","Cubic metres per capita","0","Units",,,4386.54413,"E","Estimated value"
"ISL","Iceland","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2010","2010","M3","Cubic metres","6","Millions",,,30.6,"B","Break"
"ISL","Iceland","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2011","2011","M3","Cubic metres","6","Millions",,,39.1,,
"ISL","Iceland","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2012","2012","M3","Cubic metres","6","Millions",,,39.1,,
"ISL","Iceland","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2013","2013","M3","Cubic metres","6","Millions",,,34.7,,
"ISL","Iceland","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2014","2014","M3","Cubic metres","6","Millions",,,37.5,,
"ISL","Iceland","SURFACE","Fresh surface water","PUBLIC","Public water supply","2010","2010","M3","Cubic metres","6","Millions",,,20.7,"B","Break"
"ISL","Iceland","SURFACE","Fresh surface water","PUBLIC","Public water supply","2011","2011","M3","Cubic metres","6","Millions",,,27.7,,
"ISL","Iceland","SURFACE","Fresh surface water","PUBLIC","Public water supply","2012","2012","M3","Cubic metres","6","Millions",,,26.3,,
"ISL","Iceland","SURFACE","Fresh surface water","PUBLIC","Public water supply","2013","2013","M3","Cubic metres","6","Millions",,,23.7,,
"ISL","Iceland","SURFACE","Fresh surface water","PUBLIC","Public water supply","2014","2014","M3","Cubic metres","6","Millions",,,25.7,,
"ISL","Iceland","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2010","2010","M3","Cubic metres","6","Millions",,,0,"B","Break"
"ISL","Iceland","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2011","2011","M3","Cubic metres","6","Millions",,,0,,
"ISL","Iceland","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2012","2012","M3","Cubic metres","6","Millions",,,0,,
"ISL","Iceland","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2013","2013","M3","Cubic metres","6","Millions",,,0,,
"ISL","Iceland","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2014","2014","M3","Cubic metres","6","Millions",,,0,,
"ISL","Iceland","SURFACE","Fresh surface water","IRRIG","Irrigation","2010","2010","M3","Cubic metres","6","Millions",,,0,"B","Break"
"ISL","Iceland","SURFACE","Fresh surface water","IRRIG","Irrigation","2011","2011","M3","Cubic metres","6","Millions",,,0,,
"ISL","Iceland","SURFACE","Fresh surface water","IRRIG","Irrigation","2012","2012","M3","Cubic metres","6","Millions",,,0,,
"ISL","Iceland","SURFACE","Fresh surface water","IRRIG","Irrigation","2013","2013","M3","Cubic metres","6","Millions",,,0,,
"ISL","Iceland","SURFACE","Fresh surface water","IRRIG","Irrigation","2014","2014","M3","Cubic metres","6","Millions",,,0,,
"ISL","Iceland","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2010","2010","M3","Cubic metres","6","Millions",,,9.9,"B","Break"
"ISL","Iceland","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2011","2011","M3","Cubic metres","6","Millions",,,11.4,,
"ISL","Iceland","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2012","2012","M3","Cubic metres","6","Millions",,,12.8,,
"ISL","Iceland","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2013","2013","M3","Cubic metres","6","Millions",,,11,,
"ISL","Iceland","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2014","2014","M3","Cubic metres","6","Millions",,,11.8,,
"ISL","Iceland","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2010","2010","M3","Cubic metres","6","Millions",,,1899.3,"B","Break"
"ISL","Iceland","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2011","2011","M3","Cubic metres","6","Millions",,,2087.1,,
"ISL","Iceland","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2012","2012","M3","Cubic metres","6","Millions",,,2134.5,,
"ISL","Iceland","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2013","2013","M3","Cubic metres","6","Millions",,,1971.8,,
"ISL","Iceland","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2014","2014","M3","Cubic metres","6","Millions",,,1403.3,,
"ISL","Iceland","GROUND","Fresh ground water","PUBLIC","Public water supply","2010","2010","M3","Cubic metres","6","Millions",,,796.7,"B","Break"
"ISL","Iceland","GROUND","Fresh ground water","PUBLIC","Public water supply","2011","2011","M3","Cubic metres","6","Millions",,,892,,
"ISL","Iceland","GROUND","Fresh ground water","PUBLIC","Public water supply","2012","2012","M3","Cubic metres","6","Millions",,,903.6,,
"ISL","Iceland","GROUND","Fresh ground water","PUBLIC","Public water supply","2013","2013","M3","Cubic metres","6","Millions",,,857.9,,
"ISL","Iceland","GROUND","Fresh ground water","PUBLIC","Public water supply","2014","2014","M3","Cubic metres","6","Millions",,,713.6,,
"ISL","Iceland","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2010","2010","M3","Cubic metres","6","Millions",,,1083.4,"B","Break"
"ISL","Iceland","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2011","2011","M3","Cubic metres","6","Millions",,,1174.9,,
"ISL","Iceland","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2012","2012","M3","Cubic metres","6","Millions",,,1207.2,,
"ISL","Iceland","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2013","2013","M3","Cubic metres","6","Millions",,,1091.6,,
"ISL","Iceland","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2014","2014","M3","Cubic metres","6","Millions",,,670.6,,
"ISL","Iceland","GROUND","Fresh ground water","IRRIG","Irrigation","2010","2010","M3","Cubic metres","6","Millions",,,0,"B","Break"
"ISL","Iceland","GROUND","Fresh ground water","IRRIG","Irrigation","2011","2011","M3","Cubic metres","6","Millions",,,0,,
"ISL","Iceland","GROUND","Fresh ground water","IRRIG","Irrigation","2012","2012","M3","Cubic metres","6","Millions",,,0,,
"ISL","Iceland","GROUND","Fresh ground water","IRRIG","Irrigation","2013","2013","M3","Cubic metres","6","Millions",,,0,,
"ISL","Iceland","GROUND","Fresh ground water","IRRIG","Irrigation","2014","2014","M3","Cubic metres","6","Millions",,,0,,
"ISL","Iceland","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2010","2010","M3","Cubic metres","6","Millions",,,19.2,"B","Break"
"ISL","Iceland","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2011","2011","M3","Cubic metres","6","Millions",,,20.2,,
"ISL","Iceland","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2012","2012","M3","Cubic metres","6","Millions",,,23.7,,
"ISL","Iceland","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2013","2013","M3","Cubic metres","6","Millions",,,22.3,,
"ISL","Iceland","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2014","2014","M3","Cubic metres","6","Millions",,,19.1,,
"IRL","Ireland","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2009","2009","M3","Cubic metres","6","Millions",,,757,,
"IRL","Ireland","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2009","2009","M3","Cubic metres","6","Millions",,,680,,
"IRL","Ireland","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2010","2010","M3","Cubic metres","6","Millions",,,631,,
"IRL","Ireland","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2011","2011","M3","Cubic metres","6","Millions",,,627,,
"IRL","Ireland","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2012","2012","M3","Cubic metres","6","Millions",,,628,,
"IRL","Ireland","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2013","2013","M3","Cubic metres","6","Millions",,,620,,
"IRL","Ireland","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2014","2014","M3","Cubic metres","6","Millions",,,659.8178,,
"IRL","Ireland","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2015","2015","M3","Cubic metres","6","Millions",,,627,,
"IRL","Ireland","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2016","2016","M3","Cubic metres","6","Millions",,,631,,
"IRL","Ireland","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2009","2009","M3CAP","Cubic metres per capita","0","Units",,,165.7157,,
"IRL","Ireland","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2008","2008","M3","Cubic metres","6","Millions",,,561,,
"IRL","Ireland","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2009","2009","M3","Cubic metres","6","Millions",,,561,,
"IRL","Ireland","SURFACE","Fresh surface water","PUBLIC","Public water supply","2009","2009","M3","Cubic metres","6","Millions",,,556,,
"IRL","Ireland","SURFACE","Fresh surface water","PUBLIC","Public water supply","2010","2010","M3","Cubic metres","6","Millions",,,532,,
"IRL","Ireland","SURFACE","Fresh surface water","PUBLIC","Public water supply","2011","2011","M3","Cubic metres","6","Millions",,,530,,
"IRL","Ireland","SURFACE","Fresh surface water","PUBLIC","Public water supply","2012","2012","M3","Cubic metres","6","Millions",,,527,,
"IRL","Ireland","SURFACE","Fresh surface water","PUBLIC","Public water supply","2013","2013","M3","Cubic metres","6","Millions",,,518,,
"IRL","Ireland","SURFACE","Fresh surface water","PUBLIC","Public water supply","2014","2014","M3","Cubic metres","6","Millions",,,540.24471,,
"IRL","Ireland","SURFACE","Fresh surface water","PUBLIC","Public water supply","2015","2015","M3","Cubic metres","6","Millions",,,526,,
"IRL","Ireland","SURFACE","Fresh surface water","PUBLIC","Public water supply","2016","2016","M3","Cubic metres","6","Millions",,,526,,
"IRL","Ireland","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2009","2009","M3","Cubic metres","6","Millions",,,196,,
"IRL","Ireland","GROUND","Fresh ground water","PUBLIC","Public water supply","2009","2009","M3","Cubic metres","6","Millions",,,124,,
"IRL","Ireland","GROUND","Fresh ground water","PUBLIC","Public water supply","2010","2010","M3","Cubic metres","6","Millions",,,99,,
"IRL","Ireland","GROUND","Fresh ground water","PUBLIC","Public water supply","2011","2011","M3","Cubic metres","6","Millions",,,97,,
"IRL","Ireland","GROUND","Fresh ground water","PUBLIC","Public water supply","2012","2012","M3","Cubic metres","6","Millions",,,101,,
"IRL","Ireland","GROUND","Fresh ground water","PUBLIC","Public water supply","2013","2013","M3","Cubic metres","6","Millions",,,102,,
"IRL","Ireland","GROUND","Fresh ground water","PUBLIC","Public water supply","2014","2014","M3","Cubic metres","6","Millions",,,119.57291,,
"IRL","Ireland","GROUND","Fresh ground water","PUBLIC","Public water supply","2015","2015","M3","Cubic metres","6","Millions",,,101,,
"IRL","Ireland","GROUND","Fresh ground water","PUBLIC","Public water supply","2016","2016","M3","Cubic metres","6","Millions",,,105,,
"ITA","Italy","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2008","2008","M3","Cubic metres","6","Millions",,,53751,"E","Estimated value"
"ITA","Italy","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2008","2008","M3","Cubic metres","6","Millions",,,9094.69,,
"ITA","Italy","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2012","2012","M3","Cubic metres","6","Millions",,,9450.71,,
"ITA","Italy","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2012","2012","M3","Cubic metres","6","Millions",,,15916.99,,
"ITA","Italy","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2012","2012","M3","Cubic metres","6","Millions",,,6068.35,,
"ITA","Italy","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2008","2008","M3CAP","Cubic metres per capita","0","Units",,,903.3419,,
"ITA","Italy","SURFACE","Fresh surface water","PUBLIC","Public water supply","2008","2008","M3","Cubic metres","6","Millions",,,1301.4,,
"ITA","Italy","SURFACE","Fresh surface water","PUBLIC","Public water supply","2012","2012","M3","Cubic metres","6","Millions",,,1427.4,,
"ITA","Italy","GROUND","Fresh ground water","PUBLIC","Public water supply","2008","2008","M3","Cubic metres","6","Millions",,,7793.29,,
"ITA","Italy","GROUND","Fresh ground water","PUBLIC","Public water supply","2012","2012","M3","Cubic metres","6","Millions",,,8023.31,,
"JPN","Japan","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2008","2008","M3","Cubic metres","6","Millions",,,82400,,
"JPN","Japan","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2009","2009","M3","Cubic metres","6","Millions",,,81454,,
"JPN","Japan","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2010","2010","M3","Cubic metres","6","Millions",,,81467,,
"JPN","Japan","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2011","2011","M3","Cubic metres","6","Millions",,,80897,,
"JPN","Japan","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2012","2012","M3","Cubic metres","6","Millions",,,80500,,
"JPN","Japan","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2013","2013","M3","Cubic metres","6","Millions",,,80170,,
"JPN","Japan","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2014","2014","M3","Cubic metres","6","Millions",,,80067,,
"JPN","Japan","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2008","2008","M3","Cubic metres","6","Millions",,,15451,,
"JPN","Japan","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2009","2009","M3","Cubic metres","6","Millions",,,15415,,
"JPN","Japan","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2010","2010","M3","Cubic metres","6","Millions",,,15428,,
"JPN","Japan","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2011","2011","M3","Cubic metres","6","Millions",,,15164,,
"JPN","Japan","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2012","2012","M3","Cubic metres","6","Millions",,,15110,,
"JPN","Japan","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2013","2013","M3","Cubic metres","6","Millions",,,15104,,
"JPN","Japan","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2014","2014","M3","Cubic metres","6","Millions",,,14842,,
"JPN","Japan","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2008","2008","M3","Cubic metres","6","Millions",,,54640,,
"JPN","Japan","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2009","2009","M3","Cubic metres","6","Millions",,,54430,,
"JPN","Japan","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2010","2010","M3","Cubic metres","6","Millions",,,54375,,
"JPN","Japan","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2011","2011","M3","Cubic metres","6","Millions",,,54448,,
"JPN","Japan","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2012","2012","M3","Cubic metres","6","Millions",,,53915,,
"JPN","Japan","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2013","2013","M3","Cubic metres","6","Millions",,,53977,,
"JPN","Japan","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2014","2014","M3","Cubic metres","6","Millions",,,54138,,
"JPN","Japan","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2008","2008","M3","Cubic metres","6","Millions",,,54200,,
"JPN","Japan","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2009","2009","M3","Cubic metres","6","Millions",,,53990,,
"JPN","Japan","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2010","2010","M3","Cubic metres","6","Millions",,,53938,,
"JPN","Japan","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2011","2011","M3","Cubic metres","6","Millions",,,54011,,
"JPN","Japan","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2012","2012","M3","Cubic metres","6","Millions",,,53484,,
"JPN","Japan","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2013","2013","M3","Cubic metres","6","Millions",,,53577,,
"JPN","Japan","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2014","2014","M3","Cubic metres","6","Millions",,,53738,,
"JPN","Japan","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2008","2008","M3","Cubic metres","6","Millions",,,12307,,
