,Country,variable,value
0,South Africa,1974,100.0
1,France,1974,100.0
2,Austria,1974,100.0
3,Austria,1974,100.0
4,France,1974,100.0
5,Austria,1974,100.0
6,Austria,1974,100.0
7,France,1974,100.0
8,France,1974,100.0
9,Austria,1974,100.0
10,Denmark,1974,100.0
11,Austria,1974,100.0
12,France,1974,100.0
13,Denmark,1974,100.0
14,Austria,1974,100.0
15,France,1974,100.0
16,Denmark,1974,100.0
17,Austria,1974,100.0
18,France,1974,100.0
19,Denmark,1974,100.0
20,Austria,1974,100.0
21,France,1974,100.0
22,France,1974,100.0
23,United Kingdom,1974,100.0
24,Austria,1974,100.0
25,France,1974,100.0
26,Denmark,1974,100.0
27,Austria,1974,100.0
28,France,1974,100.0
29,Denmark,1974,100.0
30,Spain,1974,100.0
31,Germany,1974,100.0
32,United Kingdom,1974,100.0
33,Norway,1974,100.0
34,Norway,1974,100.0
35,United States,1974,100.0
36,"Tanzania, United Republic Of",1974,100.0
37,Canada,1974,100.0
38,United States,1974,100.0
39,Canada,1974,100.0
40,United States,1974,100.0
41,Canada,1974,100.0
42,Morocco,1974,
43,Australia,1974,100.0
44,Australia,1974,100.0
45,Australia,1974,100.0
46,Norway,1974,100.0
47,Belarus,1974,100.0
48,United Kingdom,1974,100.0
49,Slovakia,1974,100.0
50,Switzerland,1974,100.0
51,Japan,1974,100.0
52,United Kingdom,1974,100.0
53,Sweden,1974,100.0
54,Sweden,1974,100.0
55,Sweden,1974,
56,United States,1974,100.0
57,United Kingdom,1974,100.0
58,United Kingdom,1974,100.0
59,United States,1974,100.0
60,United States,1974,100.0
61,Canada,1974,100.0
62,United Kingdom,1974,100.0
63,United Kingdom,1974,100.0
64,Finland,1974,100.0
65,Canada,1974,100.0
66,South Africa,1975,97.43589743589743
67,France,1975,140.918958714817
68,Austria,1975,108.73460246360582
69,Austria,1975,382.06039076376555
70,France,1975,144.4198768541167
71,Austria,1975,134.04795358745412
72,Austria,1975,186.46232439335887
73,France,1975,124.20186366399608
74,France,1975,100.45253824903084
75,Austria,1975,70.64483963607077
76,Denmark,1975,125.80957707772733
77,Austria,1975,126.85314685314685
78,France,1975,173.30462863293866
79,Denmark,1975,183.26947637292466
80,Austria,1975,84.2309731010004
81,France,1975,90.47991929110198
82,Denmark,1975,101.21800193247235
83,Austria,1975,95.92418889836358
84,France,1975,89.94040931336956
85,Denmark,1975,98.84435831938696
86,Austria,1975,100.27739833981298
87,France,1975,103.96423457091963
88,France,1975,132.20298790609436
89,United Kingdom,1975,104.36779819370912
90,Austria,1975,30.215827338129497
91,France,1975,49.875237049605744
92,Denmark,1975,100.94318767961094
93,Austria,1975,64.02278094179748
94,France,1975,130.9223892726534
95,Denmark,1975,139.69347581552304
96,Spain,1975,308.4344437090963
97,Germany,1975,100.0
98,United Kingdom,1975,106.04887324234763
99,Norway,1975,103.2
100,Norway,1975,89.68582216309169
101,United States,1975,132.25806451612902
102,"Tanzania, United Republic Of",1975,96.55172413793103
103,Canada,1975,1120.6407613005551
104,United States,1975,220.74022680511027
105,Canada,1975,90.5
106,United States,1975,128.9833080424886
107,Canada,1975,114.65201465201464
108,Morocco,1975,
109,Australia,1975,56.57894736842105
110,Australia,1975,103.07692307692307
111,Australia,1975,105.17034068136273
112,Norway,1975,115.90909090909092
113,Belarus,1975,140.0
114,United Kingdom,1975,102.02610559127217
115,Slovakia,1975,101.71234171234171
116,Switzerland,1975,104.70247498683518
117,Japan,1975,204.07563025210084
118,United Kingdom,1975,90.53254437869822
119,Sweden,1975,50.0
120,Sweden,1975,50.0
121,Sweden,1975,inf
122,United States,1975,103.34883718291098
123,United Kingdom,1975,81.63226364054731
124,United Kingdom,1975,201.10608345902463
125,United States,1975,135.29546524799224
126,United States,1975,101.6663408351254
127,Canada,1975,92.58558169524812
128,United Kingdom,1975,163.47826086956522
129,United Kingdom,1975,131.72909947903747
130,Finland,1975,111.05550557697994
131,Canada,1975,16.94326179511686
132,South Africa,1976,94.87179487179486
133,France,1976,111.82677968021444
134,Austria,1976,131.57894736842107
135,Austria,1976,202.48667850799288
136,France,1976,138.2957188128833
137,Austria,1976,135.66151475320675
138,Austria,1976,186.33461047254153
139,France,1976,124.64700171486123
140,France,1976,99.20164538938042
141,Austria,1976,133.99169360642313
142,Denmark,1976,136.24192404751105
143,Austria,1976,145.34965034965035
144,France,1976,267.33046286329386
145,Denmark,1976,52.29885057471264
146,Austria,1976,93.56275874100068
147,France,1976,105.9938011487178
148,Denmark,1976,108.61243042419129
149,Austria,1976,122.66059609371827
150,France,1976,110.59817431868152
151,Denmark,1976,77.6746234475469
152,Austria,1976,82.54702112010087
153,France,1976,91.96674932765184
154,France,1976,168.91154849419019
155,United Kingdom,1976,99.69635627530364
156,Austria,1976,108.63309352517985
157,France,1976,46.303689656319655
158,Denmark,1976,121.97700980030947
159,Austria,1976,71.21822475343798
160,France,1976,127.40078558851415
161,Denmark,1976,85.06749156355455
162,Spain,1976,279.4323111993529
163,Germany,1976,277.77777777777777
164,United Kingdom,1976,112.46357241768916
165,Norway,1976,89.60000000000001
166,Norway,1976,80.94871242039726
167,United States,1976,141.93548387096774
168,"Tanzania, United Republic Of",1976,91.37931034482759
169,Canada,1976,116.04758128469467
170,United States,1976,126.539547346763
171,Canada,1976,5.0
172,United States,1976,48.558421851289836
173,Canada,1976,44.32234432234432
174,Morocco,1976,
175,Australia,1976,46.32963988919668
176,Australia,1976,115.38461538461537
177,Australia,1976,148.7374749498998
178,Norway,1976,111.36363636363636
179,Belarus,1976,200.0
180,United Kingdom,1976,121.21566335476331
181,Slovakia,1976,98.8962388962389
182,Switzerland,1976,107.70405476566613
183,Japan,1976,103.06722689075629
184,United Kingdom,1976,119.52662721893492
185,Sweden,1976,116.66666666666667
186,Sweden,1976,197.91666666666669
187,Sweden,1976,inf
188,United States,1976,106.13953480921276
189,United Kingdom,1976,78.57134839658328
190,United Kingdom,1976,303.8712921065862
191,United States,1976,101.60491784500643
192,United States,1976,144.99925250411124
193,Canada,1976,100.05501363509988
194,United Kingdom,1976,226.66666666666666
195,United Kingdom,1976,94.22806582320351
196,Finland,1976,93.18180388406928
197,Canada,1976,5.331479711530107
198,South Africa,1977,89.74358974358975
199,France,1977,105.5858644970079
200,Austria,1977,176.37178051511756
201,Austria,1977,205.68383658969807
202,France,1977,125.74676772180115
203,Austria,1977,122.19553097946789
204,Austria,1977,86.46232439335888
205,France,1977,140.0391968279604
206,France,1977,99.7324463558688
207,Austria,1977,73.42348845970767
208,Denmark,1977,84.18456551705914
209,Austria,1977,156.25874125874125
210,France,1977,271.42088266953715
211,Denmark,1977,181.3537675606641
212,Austria,1977,100.13083823697153
213,France,1977,130.96694067386102
214,Denmark,1977,98.89903512472613
215,Austria,1977,121.06377147033744
216,France,1977,140.79783751283404
217,Denmark,1977,102.94900026424733
218,Austria,1977,81.07176631291372
219,France,1977,152.2283538821557
220,France,1977,226.17974863647143
221,United Kingdom,1977,98.55963874182497
222,Austria,1977,132.37410071942446
223,France,1977,74.35040090494726
224,Denmark,1977,144.00928450372118
225,Austria,1977,105.58410890401444
226,France,1977,152.05201137748884
227,Denmark,1977,119.57255343082113
228,Spain,1977,251.0699316126186
229,Germany,1977,211.11111111111111
230,United Kingdom,1977,132.2374630557144
231,Norway,1977,46.400000000000006
232,Norway,1977,63.092189332309665
233,United States,1977,109.6774193548387
234,"Tanzania, United Republic Of",1977,92.24137931034483
235,Canada,1977,280.4123711340206
236,United States,1977,83.46571606296952
237,Canada,1977,888.7499999999999
238,United States,1977,121.21901871522509
239,Canada,1977,101.46520146520146
240,Morocco,1977,
241,Australia,1977,80.81717451523545
242,Australia,1977,111.7948717948718
243,Australia,1977,151.66332665330663
244,Norway,1977,95.45454545454545
245,Belarus,1977,160.0
246,United Kingdom,1977,143.44437950516266
247,Slovakia,1977,99.47835947835948
248,Switzerland,1977,105.98736176935229
249,Japan,1977,81.17647058823529
250,United Kingdom,1977,80.4733727810651
251,Sweden,1977,133.33333333333331
252,Sweden,1977,1583.3333333333335
253,Sweden,1977,inf
254,United States,1977,119.25581399766835
255,United Kingdom,1977,75.51043315261923
256,United Kingdom,1977,252.4886877828054
257,United States,1977,244.38660574512224
258,United States,1977,85.83322791724646
259,Canada,1977,95.62079633715668
260,United Kingdom,1977,289.8550724637681
261,United Kingdom,1977,140.3870007442322
262,Finland,1977,130.31385846486785
263,Canada,1977,20.73507689634199
264,South Africa,1978,96.15384615384616
265,France,1978,74.1434315594737
266,Austria,1978,80.29115341545354
267,Austria,1978,230.72824156305506
268,France,1978,102.1556554325168
269,Austria,1978,118.98653854870145
270,Austria,1978,185.1851851851852
271,France,1978,140.0544400388339
272,France,1978,106.58333621981713
273,Austria,1978,83.06540213367383
274,Denmark,1978,105.11752244971659
275,Austria,1978,159.12587412587413
276,France,1978,376.9644779332616
277,Denmark,1978,183.75904640272455
278,Austria,1978,101.64721985520569
279,France,1978,114.55418895934326
280,Denmark,1978,102.09918210149563
281,Austria,1978,142.75033499817275
282,France,1978,119.87740470967691
283,Denmark,1978,109.97621773980445
284,Austria,1978,84.61910265840076
285,France,1978,117.70109322063497
286,France,1978,208.79772350011856
287,United Kingdom,1978,101.51821862348179
288,Austria,1978,140.28776978417267
289,France,1978,61.27857071564028
290,Denmark,1978,135.4984894259819
291,Austria,1978,100.25003472704543
292,France,1978,180.10293918461332
293,Denmark,1978,161.79696287964006
294,Spain,1978,134.20104419442606
295,Germany,1978,166.66666666666669
296,United Kingdom,1978,109.54523220646087
297,Norway,1978,44.800000000000004
298,Norway,1978,60.72724452180499
299,United States,1978,129.03225806451613
300,"Tanzania, United Republic Of",1978,95.6896551724138
301,Canada,1978,129.42109436954797
302,United States,1978,88.52337432413034
303,Canada,1978,0.0
304,United States,1978,121.34547293879616
305,Canada,1978,265.56776556776555
306,Morocco,1978,
307,Australia,1978,69.25207756232687
308,Australia,1978,101.53846153846153
309,Australia,1978,132.46492985971946
310,Norway,1978,88.63636363636364
311,Belarus,1978,220.00000000000003
312,United Kingdom,1978,134.3463861289694
313,Slovakia,1978,98.92647892647892
314,Switzerland,1978,106.16640337019483
315,Japan,1978,72.47899159663865
316,United Kingdom,1978,107.10059171597632
317,Sweden,1978,93.33333333333333
318,Sweden,1978,2425.0
319,Sweden,1978,inf
320,United States,1978,110.04651154873295
321,United Kingdom,1978,87.7552165763096
322,United Kingdom,1978,476.26948215183506
323,United States,1978,151.33828002698198
324,United States,1978,52.499511252688116
325,Canada,1978,114.99565214819371
326,United Kingdom,1978,629.8550724637681
327,United Kingdom,1978,100.0
328,Finland,1978,97.86011311235114
329,Canada,1978,12.322530193761402
330,South Africa,1979,93.58974358974359
331,France,1979,78.39465388027863
332,Austria,1979,39.41769316909294
333,Austria,1979,208.17051509769095
334,France,1979,128.03195527225844
335,Austria,1979,89.7248787562888
336,Austria,1979,79.82120051085569
337,France,1979,114.57232812826072
338,France,1979,116.83313096741519
339,Austria,1979,61.466297293090264
340,Denmark,1979,78.01359094172102
341,Austria,1979,194.82517482517483
342,France,1979,220.18299246501613
343,Denmark,1979,27.22435078756918
344,Austria,1979,99.21429961285301
345,France,1979,66.22791522652031
346,Denmark,1979,38.63787917965188
347,Austria,1979,113.34003329678808
348,France,1979,85.31098491507244
349,Denmark,1979,86.35426759446842
350,Austria,1979,68.12020594725229
351,France,1979,143.81788969997555
352,France,1979,205.4541142992649
353,United Kingdom,1979,147.00249143568982
354,Austria,1979,158.27338129496403
355,France,1979,131.0643111421632
356,Denmark,1979,129.7398865227323
357,Austria,1979,163.67551048756772
358,France,1979,248.28660436137073
359,Denmark,1979,92.50562429696288
360,Spain,1979,281.32950952275905
361,Germany,1979,600.0
362,United Kingdom,1979,133.8661118421506
363,Norway,1979,132.8
364,Norway,1979,55.85694903845649
365,United States,1979,138.70967741935485
366,"Tanzania, United Republic Of",1979,99.13793103448276
367,Canada,1979,380.32672482157017
368,United States,1979,378.8123833676253
369,Canada,1979,1160.0
370,United States,1979,226.8588770864947
371,Canada,1979,433.6996336996337
372,Morocco,1979,
373,Australia,1979,51.38504155124654
374,Australia,1979,91.7948717948718
375,Australia,1979,136.1122244488978
376,Norway,1979,88.63636363636364
377,Belarus,1979,260.0
378,United Kingdom,1979,173.75803623611924
379,Slovakia,1979,96.11415611415612
380,Switzerland,1979,107.27751448130596
381,Japan,1979,75.50420168067227
382,United Kingdom,1979,97.0414201183432
383,Sweden,1979,116.66666666666667
384,Sweden,1979,100.0
385,Sweden,1979,inf
386,United States,1979,120.37209295414257
387,United Kingdom,1979,87.7552165763096
388,United Kingdom,1979,252.4886877828054
389,United States,1979,201.07036947474256
390,United States,1979,47.499338753636856
391,Canada,1979,103.12039704464387
392,United Kingdom,1979,455.94202898550725
393,United Kingdom,1979,108.65790126519474
394,Finland,1979,165.976962323144
395,Canada,1979,0.2356416717351638
396,South Africa,1980,92.94871794871796
397,France,1980,101.7990296943726
398,Austria,1980,55.99104143337066
399,Austria,1980,219.71580817051512
400,France,1980,162.96887614319624
401,Austria,1980,99.21588179304717
402,Austria,1980,109.96168582375478
403,France,1980,126.7086459855008
404,France,1980,144.1671339649896
405,Austria,1980,68.51094021066024
406,Denmark,1980,105.14570845976667
407,Austria,1980,202.55244755244757
408,France,1980,542.7341227125942
409,Denmark,1980,231.9284802043423
410,Austria,1980,101.67942619046022
411,France,1980,100.93456242010146
412,Denmark,1980,72.30916835644588
413,Austria,1980,134.00180695984082
414,France,1980,139.02896988874198
415,Denmark,1980,196.39038139698758
416,Austria,1980,93.46012398865189
417,France,1980,177.59945513604137
418,France,1980,274.00995968698123
419,United Kingdom,1980,136.5540330115229
420,Austria,1980,95.68345323741008
421,France,1980,71.1348437967861
422,Denmark,1980,122.75071844374033
423,Austria,1980,129.97638560911238
424,France,1980,198.46945686035485
425,Denmark,1980,152.29190101237344
426,Spain,1980,272.5715126112214
427,Germany,1980,200.0
428,United Kingdom,1980,117.61682661504227
429,Norway,1980,56.8
430,Norway,1980,72.23105966986219
431,United States,1980,161.29032258064515
432,"Tanzania, United Republic Of",1980,100.86206896551724
433,Canada,1980,175.3148295003965
434,United States,1980,63.0317240059333
435,Canada,1980,787.5
436,United States,1980,99.7976732422863
437,Canada,1980,506.5934065934066
438,Morocco,1980,
439,Australia,1980,65.4432132963989
440,Australia,1980,92.3076923076923
441,Australia,1980,151.62324649298597
442,Norway,1980,81.81818181818183
443,Belarus,1980,300.0
444,United Kingdom,1980,152.54237288135593
445,Slovakia,1980,94.995274995275
446,Switzerland,1980,108.20958399157452
447,Japan,1980,161.9747899159664
448,United Kingdom,1980,145.5621301775148
449,Sweden,1980,33.33333333333333
450,Sweden,1980,0.0
451,Sweden,1980,inf
452,United States,1980,93.86046503404305
453,United Kingdom,1980,108.163563098405
454,United Kingdom,1980,288.9391654097536
455,United States,1980,226.73887312112612
456,United States,1980,67.50002874984187
457,Canada,1980,107.61376878893103
458,United Kingdom,1980,202.8985507246377
459,United Kingdom,1980,177.88803440006615
460,Finland,1980,105.3495599438842
461,Canada,1980,23.696237726996262
462,South Africa,1981,92.3076923076923
463,France,1981,84.94516074226493
464,Austria,1981,74.13213885778276
465,Austria,1981,206.21669626998224
466,France,1981,184.19647913629188
467,Austria,1981,97.58419072655578
468,Austria,1981,164.62324393358875
469,France,1981,135.52775080979558
470,France,1981,136.11440586333794
471,Austria,1981,77.14782989263954
472,Denmark,1981,138.88656452174067
473,Austria,1981,209.93006993006995
474,France,1981,516.6307857911734
475,Denmark,1981,216.26223925074498
476,Austria,1981,124.5217694697361
477,France,1981,111.99342965469266
478,Denmark,1981,121.34429308256556
479,Austria,1981,153.517480813741
480,France,1981,136.68075544379647
481,Denmark,1981,158.41803928477054
482,Austria,1981,85.69086897131449
483,France,1981,124.90307708427927
484,France,1981,331.68129001659946
485,United Kingdom,1981,118.89598255995017
486,Austria,1981,169.7841726618705
487,France,1981,73.56522607046611
488,Denmark,1981,116.10050843710853
489,Austria,1981,105.86192526739826
490,France,1981,155.81741839360694
491,Denmark,1981,125.50618672665917
492,Spain,1981,273.9686741672182
493,Germany,1981,722.2222222222223
494,United Kingdom,1981,153.70751837741386
495,Norway,1981,98.4
496,Norway,1981,70.23829556748686
497,United States,1981,96.7741935483871
498,"Tanzania, United Republic Of",1981,100.86206896551724
499,Canada,1981,182.0333068992863
500,United States,1981,37.37738647782191
501,Canada,1981,6451.5
502,United States,1981,216.5655032878098
503,Canada,1981,569.5970695970697
504,Morocco,1981,
505,Australia,1981,79.43213296398892
506,Australia,1981,76.92307692307693
507,Australia,1981,160.4809619238477
508,Norway,1981,70.45454545454545
509,Belarus,1981,340.0
510,United Kingdom,1981,178.80381842976817
511,Slovakia,1981,96.70761670761671
512,Switzerland,1981,109.32069510268563
513,Japan,1981,90.29411764705883
514,United Kingdom,1981,218.34319526627218
515,Sweden,1981,110.00000000000001
516,Sweden,1981,0.0
517,Sweden,1981,inf
518,United States,1981,145.2093023611587
519,United Kingdom,1981,100.0
520,United Kingdom,1981,348.6173956762192
521,United States,1981,279.6807982588996
522,United States,1981,111.66553583955287
523,Canada,1981,103.18132612437813
524,United Kingdom,1981,526.9565217391304
525,United Kingdom,1981,137.50103365583394
526,Finland,1981,120.3281390564744
527,Canada,1981,69.90529151099139
528,South Africa,1982,102.56410256410255
529,France,1982,127.2478432408963
530,Austria,1982,39.97760358342665
531,Austria,1982,240.8525754884547
532,France,1982,219.4237929414033
533,Austria,1982,69.72306576621493
534,Austria,1982,70.75351213282248
535,France,1982,110.56173046736772
536,France,1982,139.37363613640554
537,Austria,1982,67.92789093854125
538,Denmark,1982,56.07474577540154
539,Austria,1982,141.013986013986
540,France,1982,533.1001076426265
541,Denmark,1982,16.900808854831844
542,Austria,1982,87.12887230859036
543,France,1982,104.19096249731395
544,Denmark,1982,63.19252595909146
545,Austria,1982,163.29536687375645
546,France,1982,130.3349460269903
547,Denmark,1982,72.65568572183564
548,Austria,1982,90.0598928233687
549,France,1982,150.79633963186757
550,France,1982,314.2281242589519
551,United Kingdom,1982,143.81812519464341
552,Austria,1982,96.40287769784173
553,France,1982,118.62294972884852
554,Denmark,1982,112.97619924839732
555,Austria,1982,122.8920683428254
556,France,1982,182.7712312068265
557,Denmark,1982,97.67997750281214
558,Spain,1982,265.9827928524156
559,Germany,1982,366.66666666666663
560,United Kingdom,1982,98.58974447299708
561,Norway,1982,68.8
562,Norway,1982,63.27426996839556
563,United States,1982,45.16129032258064
564,"Tanzania, United Republic Of",1982,99.13793103448276
565,Canada,1982,50.43933386201428
566,United States,1982,8.670271304847121
567,Canada,1982,1344.5
568,United States,1982,211.55791603439553
569,Canada,1982,173.26007326007326
570,Morocco,1982,
571,Australia,1982,69.18282548476455
572,Australia,1982,72.82051282051282
573,Australia,1982,107.2945891783567
574,Norway,1982,77.27272727272727
575,Belarus,1982,400.0
576,United Kingdom,1982,162.6339372686538
577,Slovakia,1982,95.02551502551503
578,Switzerland,1982,112.70142180094787
579,Japan,1982,103.57142857142858
580,United Kingdom,1982,135.50295857988166
581,Sweden,1982,3.3333333333333335
582,Sweden,1982,0.0
583,Sweden,1982,inf
584,United States,1982,114.5116278448623
585,United Kingdom,1982,101.02030508132134
586,United Kingdom,1982,288.9391654097536
587,United States,1982,220.32174720953023
588,United States,1982,120.83213542325517
589,Canada,1982,97.25345905624995
590,United Kingdom,1982,179.13043478260872
591,United Kingdom,1982,79.8064996278839
592,Finland,1982,115.33527935227765
593,Canada,1982,55.686853766617425
594,South Africa,1983,108.97435897435896
595,France,1983,137.17365450323751
596,Austria,1983,56.55095184770437
597,Austria,1983,382.2380106571936
598,France,1983,193.209504645082
599,Austria,1983,171.37288673344514
600,Austria,1983,197.31800766283524
601,France,1983,125.16998902125884
602,France,1983,126.02825134315113
603,Austria,1983,88.05081744207295
604,Denmark,1983,122.17798584533807
605,Austria,1983,198.28671328671328
606,France,1983,806.7814854682455
607,Denmark,1983,240.9748829289059
608,Austria,1983,119.40163312958354
609,France,1983,91.43269220263178
610,Denmark,1983,123.65577496223514
611,Austria,1983,185.75597920981036
612,France,1983,93.95813110970138
613,Denmark,1983,102.38703426407116
614,Austria,1983,102.16034464642219
615,France,1983,82.37400020956306
616,France,1983,308.4894474745079
617,United Kingdom,1983,109.02366863905326
618,Austria,1983,123.02158273381293
619,France,1983,54.817513391223336
620,Denmark,1983,104.70488541743424
621,Austria,1983,99.33324072787887
622,France,1983,188.3922524718949
623,Denmark,1983,197.20191226096736
624,Spain,1983,250.46694609897787
625,Germany,1983,188.88888888888889
626,United Kingdom,1983,156.48393741689688
627,Norway,1983,86.4
628,Norway,1983,63.36813680894813
629,United States,1983,74.19354838709677
630,"Tanzania, United Republic Of",1983,97.41379310344827
631,Canada,1983,86.28072957969866
632,United States,1983,52.32068520024882
633,Canada,1983,2144.5
634,United States,1983,202.80728376327767
635,Canada,1983,331.50183150183153
636,Morocco,1983,
637,Australia,1983,113.85041551246537
638,Australia,1983,72.82051282051282
639,Australia,1983,158.2364729458918
640,Norway,1983,86.36363636363636
641,Belarus,1983,360.0
642,United Kingdom,1983,168.69277225793883
643,Slovakia,1983,97.87185787185787
644,Switzerland,1983,114.57082675092154
645,Japan,1983,124.11764705882354
646,United Kingdom,1983,191.12426035502958
647,Sweden,1983,103.33333333333334
648,Sweden,1983,3314.5833333333335
649,Sweden,1983,inf
650,United States,1983,137.11627902544166
651,United Kingdom,1983,113.26508850501173
652,United Kingdom,1983,278.9844142785319
653,United States,1983,271.6587545022973
654,United States,1983,142.49916625458562
655,Canada,1983,112.16925270187934
656,United Kingdom,1983,353.04347826086956
657,United Kingdom,1983,140.3870007442322
658,Finland,1983,53.994161943167015
659,Canada,1983,29.502128768789643
660,South Africa,1984,106.41025641025641
661,France,1984,94.53306401374284
662,Austria,1984,55.87905935050392
663,Austria,1984,289.6980461811723
664,France,1984,143.1317853743177
665,Austria,1984,84.24511625798849
666,Austria,1984,119.79565772669221
667,France,1984,108.74216290274288
668,France,1984,115.75102719816664
669,Austria,1984,72.33612243470728
670,Denmark,1984,118.63271426872718
671,Austria,1984,312.83216783216784
672,France,1984,558.1808396124865
673,Denmark,1984,240.78331204767983
674,Austria,1984,91.2499412905347
675,France,1984,98.062039502198
676,Denmark,1984,136.6795498155986
677,Austria,1984,180.84318024931986
678,France,1984,107.06451538937762
679,Denmark,1984,102.0787457059808
680,Austria,1984,92.16139539770937
681,France,1984,98.28682197617967
682,France,1984,289.2340526440598
683,United Kingdom,1984,130.2475864216755
684,Austria,1984,138.1294964028777
685,France,1984,57.7719000565592
686,Denmark,1984,142.84872153857492
687,Austria,1984,110.11251562717044
688,France,1984,207.9913314370852
689,Denmark,1984,125.1124859392576
690,Spain,1984,249.00360320611813
691,Germany,1984,188.88888888888889
692,United Kingdom,1984,143.99625217876556
693,Norway,1984,103.2
694,Norway,1984,53.22407618727094
695,United States,1984,77.41935483870968
